# RHO_Y correlator data
# Mass: 1.135431 ± 0.083048
# t  C(t)
  0  -3.83087727e-08
  1  -2.23125563e-03
  2  -6.58905759e-03
  3  -5.41068402e-04
  4   1.95476418e-04
  5   7.47906423e-05
  6   1.43381180e-05
  7  -4.42548070e-06
  8  -8.58019432e-06
  9  -7.03470784e-06
 10   2.29146980e-06
 11   7.65782663e-06
 12  -2.94352049e-06
 13   2.12992945e-05
 14   7.40951317e-05
 15  -1.62138640e-04
 16  -3.15976625e-05
 17  -6.59900682e-04
 18  -1.10805883e-04
 19  -8.23882157e-05
