# RHO_Z correlator data
# Mass: 2.080262 ± 0.149173
# t  C(t)
  0   9.92439271e-10
  1   3.39667129e-02
  2  -2.61818459e-02
  3   7.05217118e-03
  4  -2.43750719e-03
  5   2.69720663e-03
  6   4.32348809e-04
  7   3.29836210e-05
  8  -1.07994529e-05
  9   2.45746929e-05
 10  -9.55013859e-06
 11   1.30399510e-05
 12   6.33064453e-05
 13  -1.09279545e-04
 14   7.57168377e-04
 15   2.13667828e-03
 16   6.94045089e-03
 17  -1.08694788e-03
 18   4.12161036e-02
 19   3.99909053e-01
